t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.11,1.11,1.12,1.12,0.56,0.55,0.48,0.43
1,1.09,1.1,1.1,1.11,0.55,0.54,0.39,0.34
2,1.11,1.1,1.13,1.12,0.57,0.55,0.53,0.42
3,1.09,1.1,1.1,1.11,0.55,0.54,0.39,0.34
4,1.11,1.1,1.09,1.11,0.54,0.56,0.33,0.44
5,1.14,1.11,1.13,1.11,0.56,0.57,0.52,0.57
6,1.11,1.11,1.13,1.11,0.57,0.55,0.53,0.42
7,1.13,1.11,1.11,1.11,0.55,0.57,0.42,0.53
8,1.11,1.11,1.07,1.11,0.54,0.56,0.28,0.44
9,1.14,1.11,1.09,1.11,0.54,0.57,0.31,0.59
10,1.12,1.11,1.06,1.1,0.53,0.56,0.23,0.49
11,1.12,1.11,1.04,1.1,0.52,0.56,0.13,0.49
12,1.14,1.12,1.1,1.1,0.55,0.57,0.36,0.58
13,1.14,1.12,1.07,1.1,0.53,0.57,0.26,0.59
14,1.11,1.12,1.1,1.1,0.55,0.55,0.38,0.44
15,1.14,1.12,1.1,1.1,0.55,0.57,0.36,0.58
16,1.1,1.12,1.1,1.1,0.55,0.55,0.39,0.39
17,1.15,1.12,1.13,1.1,0.56,0.58,0.51,0.62
18,1.19,1.12,1.12,1.1,0.55,0.6,0.43,0.78
19,1.18,1.13,1.11,1.1,0.55,0.59,0.39,0.73
20,1.14,1.13,1.1,1.1,0.55,0.57,0.36,0.58
21,1.14,1.13,1.09,1.1,0.54,0.57,0.31,0.59
22,1.18,1.13,1.06,1.1,0.52,0.59,0.17,0.73
23,1.23,1.13,1.07,1.1,0.52,0.62,0.15,0.97
24,1.22,1.14,1.1,1.1,0.53,0.62,0.28,0.93
25,1.25,1.14,1.11,1.1,0.54,0.63,0.28,1.08
26,1.22,1.14,1.19,1.1,0.59,0.61,0.72,0.91
27,1.19,1.15,1.23,1.1,0.62,0.59,0.96,0.71
28,1.16,1.15,1.14,1.11,0.57,0.58,0.55,0.67
29,1.2,1.15,1.16,1.11,0.58,0.6,0.63,0.81
30,1.21,1.15,1.15,1.11,0.57,0.61,0.57,0.87
31,1.21,1.15,1.14,1.11,0.56,0.61,0.51,0.87
32,1.22,1.15,1.12,1.11,0.55,0.62,0.39,0.93
33,1.21,1.16,1.09,1.11,0.53,0.61,0.24,0.88
34,1.2,1.16,1.05,1.11,0.51,0.6,0.09,0.82
35,1.15,1.16,1.05,1.11,0.52,0.58,0.15,0.63
36,1.15,1.16,1.06,1.11,0.52,0.58,0.2,0.63
37,1.13,1.16,1.05,1.1,0.52,0.57,0.17,0.54
38,1.19,1.16,1.1,1.1,0.54,0.6,0.32,0.78
39,1.21,1.16,1.12,1.1,0.55,0.61,0.4,0.88
40,1.21,1.16,1.09,1.1,0.53,0.61,0.24,0.88
41,1.13,1.16,1.13,1.1,0.57,0.57,0.52,0.52
42,1.13,1.16,1.14,1.11,0.57,0.56,0.57,0.52
43,1.14,1.16,1.15,1.11,0.58,0.57,0.62,0.56
44,1.16,1.16,1.16,1.11,0.58,0.58,0.66,0.66
45,1.14,1.16,1.14,1.11,0.57,0.57,0.57,0.57
46,1.1,1.16,1.13,1.11,0.57,0.55,0.54,0.37
47,1.18,1.16,1.13,1.11,0.56,0.59,0.49,0.73
48,1.14,1.16,1.09,1.11,0.54,0.57,0.31,0.59
49,1.12,1.16,1.06,1.11,0.53,0.56,0.23,0.49
50,1.11,1.15,1.1,1.11,0.55,0.55,0.38,0.44
51,1.13,1.15,1.16,1.11,0.58,0.56,0.67,0.5
52,1.14,1.15,1.18,1.11,0.59,0.57,0.72,0.54
53,1.11,1.15,1.14,1.11,0.57,0.55,0.58,0.41
54,1.19,1.15,1.13,1.11,0.56,0.6,0.48,0.78
55,1.19,1.15,1.14,1.11,0.57,0.6,0.53,0.77
56,1.22,1.16,1.18,1.11,0.58,0.61,0.66,0.91
57,1.2,1.16,1.18,1.11,0.59,0.6,0.68,0.81
58,1.22,1.16,1.11,1.11,0.54,0.62,0.33,0.93
59,1.24,1.16,1.09,1.11,0.52,0.63,0.19,1.02
60,1.25,1.16,1.09,1.11,0.52,0.63,0.17,1.07
61,1.25,1.16,1.09,1.11,0.52,0.63,0.17,1.07
62,1.19,1.16,1.1,1.11,0.54,0.6,0.32,0.78
63,1.16,1.16,1.09,1.11,0.54,0.59,0.29,0.68
64,1.16,1.16,1.12,1.11,0.56,0.58,0.45,0.68
65,1.14,1.16,1.07,1.11,0.53,0.57,0.26,0.59
66,1.19,1.16,1.03,1.11,0.5,0.6,0.0,0.77
67,1.15,1.16,1.07,1.11,0.53,0.58,0.25,0.64
68,1.15,1.16,1.1,1.11,0.54,0.58,0.35,0.63
69,1.15,1.16,1.09,1.11,0.54,0.58,0.3,0.64
70,1.12,1.16,1.03,1.11,0.51,0.56,0.08,0.49
71,1.19,1.16,1.09,1.11,0.53,0.6,0.27,0.78
72,1.15,1.16,1.14,1.11,0.57,0.58,0.56,0.62
73,1.14,1.16,1.14,1.11,0.57,0.57,0.57,0.57
74,1.13,1.16,1.11,1.11,0.55,0.57,0.42,0.53
75,1.16,1.16,1.13,1.11,0.56,0.58,0.5,0.67
76,1.18,1.16,1.13,1.11,0.56,0.59,0.49,0.73
77,1.23,1.16,1.12,1.11,0.55,0.62,0.37,0.98
78,1.21,1.16,1.06,1.11,0.52,0.61,0.13,0.87
79,1.14,1.16,1.06,1.11,0.53,0.57,0.21,0.59
80,1.14,1.16,1.1,1.11,0.55,0.57,0.36,0.58
81,1.12,1.16,1.06,1.11,0.53,0.56,0.23,0.49
82,1.15,1.16,1.11,1.11,0.55,0.58,0.41,0.63
