t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.83,1.83,1.61,1.61,0.21,0.38,-0.11,1.33
1,1.85,1.84,1.69,1.65,0.25,0.38,0.2,1.37
2,1.89,1.86,1.83,1.71,0.3,0.36,0.72,1.22
3,1.83,1.85,1.77,1.72,0.3,0.35,0.66,1.13
4,1.63,1.81,1.71,1.72,0.32,0.26,0.87,0.35
5,1.77,1.8,1.69,1.72,0.28,0.34,0.47,1.04
6,1.51,1.76,1.71,1.71,0.32,0.2,0.85,-0.21
7,1.43,1.72,1.69,1.71,0.29,0.17,0.62,-0.5
8,1.97,1.75,1.69,1.71,0.19,0.43,-0.25,1.79
9,1.71,1.74,1.59,1.7,0.24,0.33,0.16,0.89
10,1.95,1.76,1.65,1.69,0.18,0.42,-0.35,1.73
11,1.77,1.76,1.67,1.69,0.27,0.35,0.37,1.07
12,1.55,1.74,1.67,1.69,0.31,0.23,0.74,0.07
13,1.85,1.75,1.71,1.69,0.26,0.38,0.29,1.35
14,1.51,1.74,1.77,1.7,0.34,0.18,1.03,-0.37
15,1.59,1.73,1.81,1.7,0.37,0.21,1.26,-0.14
16,1.49,1.71,1.75,1.71,0.33,0.18,0.93,-0.4
17,1.49,1.7,1.79,1.71,0.34,0.16,1.03,-0.51
18,1.75,1.7,1.69,1.71,0.28,0.33,0.53,0.96
19,1.45,1.69,1.65,1.71,0.29,0.19,0.56,-0.33
20,1.59,1.69,1.71,1.71,0.33,0.24,0.89,0.16
21,1.57,1.68,1.59,1.7,0.27,0.26,0.41,0.31
22,1.65,1.68,1.69,1.7,0.31,0.28,0.75,0.49
23,1.99,1.69,1.67,1.7,0.18,0.43,-0.41,1.85
24,1.63,1.69,1.67,1.7,0.3,0.27,0.69,0.44
25,1.57,1.68,1.67,1.7,0.31,0.24,0.74,0.16
26,1.91,1.69,1.61,1.69,0.18,0.4,-0.38,1.58
27,1.93,1.7,1.57,1.69,0.15,0.4,-0.6,1.57
28,1.69,1.7,1.61,1.69,0.26,0.31,0.31,0.8
29,1.53,1.69,1.63,1.68,0.29,0.23,0.58,0.07
30,1.77,1.7,1.63,1.68,0.24,0.35,0.18,1.11
31,1.83,1.7,1.61,1.68,0.21,0.38,-0.11,1.33
32,1.73,1.7,1.53,1.68,0.2,0.33,-0.17,0.94
33,1.55,1.7,1.57,1.67,0.26,0.25,0.34,0.24
34,1.59,1.69,1.59,1.67,0.27,0.27,0.39,0.39
35,1.57,1.69,1.63,1.67,0.29,0.25,0.58,0.25
36,1.97,1.7,1.65,1.67,0.18,0.43,-0.42,1.78
37,1.67,1.7,1.71,1.67,0.32,0.28,0.81,0.54
38,1.93,1.7,1.69,1.67,0.21,0.41,-0.1,1.66
39,1.67,1.7,1.71,1.67,0.32,0.28,0.81,0.54
40,1.55,1.7,1.71,1.67,0.32,0.22,0.89,-0.03
41,1.51,1.69,1.73,1.67,0.33,0.19,0.91,-0.26
42,1.71,1.69,1.67,1.67,0.28,0.32,0.54,0.81
43,1.81,1.7,1.59,1.67,0.21,0.37,-0.14,1.26
44,1.87,1.7,1.65,1.67,0.22,0.39,-0.06,1.47
45,1.65,1.7,1.67,1.67,0.3,0.28,0.67,0.54
46,1.69,1.7,1.63,1.67,0.27,0.31,0.4,0.78
47,1.69,1.7,1.63,1.67,0.27,0.31,0.4,0.78
48,1.41,1.69,1.63,1.67,0.27,0.17,0.41,-0.45
49,1.67,1.69,1.69,1.67,0.31,0.29,0.72,0.59
50,1.79,1.7,1.65,1.67,0.25,0.36,0.21,1.18
51,1.53,1.69,1.69,1.67,0.31,0.22,0.8,-0.07
52,1.75,1.69,1.59,1.67,0.23,0.34,0.05,1.04
53,1.43,1.69,1.57,1.66,0.26,0.19,0.28,-0.26
54,1.93,1.69,1.69,1.67,0.21,0.41,-0.1,1.66
55,1.99,1.7,1.57,1.66,0.13,0.42,-0.78,1.7
56,1.69,1.7,1.49,1.66,0.19,0.31,-0.25,0.75
57,1.93,1.7,1.51,1.66,0.13,0.38,-0.82,1.4
58,1.87,1.7,1.49,1.65,0.14,0.36,-0.73,1.22
59,1.53,1.7,1.51,1.65,0.24,0.25,0.11,0.2
60,1.51,1.7,1.59,1.65,0.27,0.23,0.43,0.05
61,1.73,1.7,1.67,1.65,0.28,0.33,0.49,0.9
62,1.69,1.7,1.71,1.65,0.31,0.3,0.77,0.64
63,1.43,1.69,1.73,1.65,0.3,0.15,0.71,-0.59
64,1.97,1.7,1.75,1.66,0.22,0.42,0.01,1.74
65,1.57,1.7,1.79,1.66,0.36,0.2,1.17,-0.16
66,1.69,1.7,1.73,1.66,0.32,0.29,0.87,0.59
67,1.45,1.69,1.71,1.66,0.31,0.17,0.72,-0.47
68,1.43,1.69,1.73,1.66,0.3,0.15,0.71,-0.59
69,1.61,1.69,1.75,1.66,0.34,0.24,1.04,0.14
70,1.69,1.69,1.73,1.66,0.32,0.29,0.87,0.59
